SESSION,ROOM,S_ORDER,FIRST_NAME,LAST_NAME,FULL_NAME,START,TYPE,MS_TITLE,WEEKDAY,START_STR,END_STR,SESSION_ORDER,TYPE_ORDER,TITLE,ABSTRACT
S1,SC0008,1,Shaun,Fallat,Shaun Fallat,2025-06-23 11:00:00,MS9,Total positivity,Monday,11:00,11:30,101,9,Preservers of totally positive and totally nonnegative matrices,"A matrix is called totally nonnegative (positive) if all its minors are nonnegative (positive). In this talk we consider functions that preserve that class of totally nonnegative (positive) matrices. This subject has rightfully received significant attention over the years, including previous studies on characterizing surjective linear preservers and more recent interesting inquiries into various types of entry-wise preservers for this class of matrices. Building upon the basic fact that the class of totally nonnegative (positive) matrices forms a semigroup we highlight some existing work and investigate and report on some recent progress concerning multiplicative maps that preserve this semigroup of positive matrices.
"
S1,SC0008,2,Apoorva,Khare,Apoorva Khare,2025-06-23 11:00:00,MS9,Total positivity,Monday,11:30,12:00,101,9,"Univariate preservers of totally positive matrices and kernels
","We will discuss recent results on preservers of totally
positive/nonnegative matrices and kernels, together with some
observations that go into their proofs. Partly joint with Alexander
Belton, Dominique Guillot, and Mihai Putinar. 
"
S1,SC0008,3,Sujit Sakharam,Damase,Sujit Sakharam Damase,2025-06-23 11:00:00,MS9,Total positivity,Monday,12:00,12:30,101,9,"Multivariate transforms of totally positive matrices and kernels
","We will discuss recent results on multivariate transforms of totally positive/nonnegative matrices and kernels, together with some observations that go into their proofs. This is a joint work with Apoorva Khare.
"
S1,SC0009,1,Fumio,Hiai,Fumio Hiai,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,11:00,11:30,101,29,Joint concavity/convexity of matrix trace functions for geometric type means,"In this talk we consider the quasi extensions of the weighted geometric type means, including
\begin{align*}
&G_{\alpha,p}(A,B):=(A^p\#_\alpha B^p)^{1/p},
\ \text{the quasi-weighted geometric mean}, \\
&SG_{\alpha,p}(A,B):=(A^p\#_\alpha B^p)^{1/p},
\ \text{the quasi-weighted spectral geometric mean}, \\
&R_{\alpha,p}(A,B):=\bigl(B^{{\frac{1-\alpha}{2}}p}A^{\alpha p}B^{{\frac{1-\alpha}{2}}p}\bigr)^{1/p},
\ \text{the R\'enyi mean}, \\
&LE_\alpha(A,B):=\exp(\alpha\log A+(1-\alpha)\log B),
\ \text{the weighted Log-Euclidean mean},
\end{align*}
where $\alpha>0$ is the weight parameter and $p>0$ is the parameter of the quasi extension. We aim at determining the range of the parameters $\alpha,p$ under which the trace function $\mathrm{Tr}\,\mathcal{M}_{\alpha,p}(A,B)$ is jointly concave (also jointly convex) for each $\mathcal{M}_{\alpha,p}$ from the above quasi-weighted geometric type means. Our discussions are in strong relation to the monotonicity property (or date-processing inequality) of quantum divergences in quantum information.
"
S1,SC0009,2,Hiromichi,Ohno,Hiromichi Ohno,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,11:30,12:00,101,29,"Generalization of B\""ottcher-Wenzel inequality and its application","The B\""ottcher-Wenzel inequality states that the Hilbert-Schmidt norm of the commutator of matrices $A$ and $B$ is less than or equal to $\sqrt{2}$ times the product of the Hilbert-Schmidt norms of $A$ and $B$. In this talk, we discuss generalizations of the B\""ottcher-Wenzel inequality in which the Hilbert-Schmidt norm is replaced by a weighted Hilbert-Schmidt norm. An application to the uncertainty relation is also considered."
S1,SC0009,3,Jinmi,Hwang,Jinmi Hwang,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,12:00,12:30,101,29,Near-order relation of power means,"On the setting of positive definite operators we study the near-order properties of power means such as the quasi-arithmetic mean (H\""{o}lder mean) and R\'{e}nyi power mean. We see the monotonicity of spectral geometric mean and Wasserstein mean on parameters with respect to the near-order and the near-order relationship between the spectral geometric mean and Wasserstein mean. Furthermore, the monotonicity of quasi-arithmetic mean on parameters and the convergence of R\'{e}nyi power mean to the log-Euclidean mean with respect to the near-order have been established."
S1,SC0012,1,Peter,Semrl,Peter Semrl,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,11:00,11:30,101,12,Local order isomorphisms on operator and matrix domains,"Let $H_n$ denote the set of all $n\times n$ complex hermitian matrices and $S_n$ the set of all $n \times n$ real symmetric matrices. A subset $U \subset H_n$ ($U \subset S_n$) is called a matrix domain if it is open and connected. The general form of maps $\phi : U \to H_n$ ($\phi : U \to S_n$) preserving the usual Loewner order in both directions will be discussed. We will also treat the infinite-dimensional case.
"
S1,SC0012,2,Edward,Poon,Edward Poon,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,11:30,12:00,101,12,Linear preservers of parallel pairs,"Two vectors $x$,$y$ in a normed space $(\mathcal{X}, \| \cdot \|)$ are said to be parallel if there exists a scalar $c$ with modulus 1 such that $\|x+c y\| = \|x\| + \|y\|$.
We consider the case of norms on a matrix space (in particular the Ky Fan $k$-norms and the $k$-numerical radius) and characterize the linear bijections on this matrix space which preserve parallel pairs of matrices.
"
S1,SC0012,3,Lajos,Molnár,Lajos Molnár,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,12:00,12:30,101,12,Relative entropy preserving maps on positive cones in operator algebras and in matrix algebras,"We consider several concepts of (not only numerical valued) relative entropies on positive cones in $C^*$-algebras. We present recent results showing that surjective transformations between positive cones that preserve any of those quantities necessarily originate from Jordan *-isomorphisms between the underlying full algebras. In the special case of matrix algebras, we consider the problem of relaxing the condition of surjectivity.

Partly, joint work with Lei Li and Xueyan Yang (Nankai University).
"
S1,SC0014,1,Tomasz,Miller,Tomasz Miller,2025-06-23 11:00:00,MS8,Tensor and quantum information science,Monday,11:00,11:30,101,8,A new class of distances between pure quantum states,"For any $n \times n$ distance matrix $(E_{ij})$, we show that the map
\begin{align*}
d(\textup{\textbf{x}},\textup{\textbf{y}}) := \sqrt{\sum_{i<j}E_{ij}^2|x_iy_j - x_jy_i|^2},
\end{align*}
where $\textup{\textbf{x}},\textup{\textbf{y}} \in {\mathbb C}^n$ are unit vectors, gives rise to a bona fide distance on the projective space ${\mathbb P}({\mathbb C}^n)$, a far-reaching generalization of the standard distance on ${\mathbb P}({\mathbb C}^n)$ arising from the wedge product $\|\textup{\textbf{x}} \wedge \textup{\textbf{y}}\| = \sqrt{1 - |\langle \textup{\textbf{x}} | \textup{\textbf{y}} \rangle|^2}$. We also discuss how this result carries over to the $n \rightarrow +\infty$ case, offering a way to `lift' the metric structure from some underlying metric measure space $(X,D,\mu)$ to the projective Hilbert space ${\mathbb P}(L^2(X,\mu))$. The talk builds on and extends the results of [1].

[1] R. Bistro\'{n}, M. Eckstein, S. Friedland, TM, K. \.{Z}yczkowski, \textit{A new class of distances on complex projective spaces}, Linear Algebra Appl., 2024"
S1,SC0014,2,Shakir Showkat,Sofi,Shakir Showkat Sofi,2025-06-23 11:00:00,MS8,Tensor and quantum information science,Monday,11:30,12:00,101,8,Tensor train completion of multiway data observed in a single mode,"Tensor completion is an extension of matrix completion aimed at recovering a partially observed data tensor by leveraging the observations and the pattern of observation. Completion is more important for tensors than for matrices for several reasons. Higher-order datasets are larger, increasing the likelihood of missing or unreliable entries. Large-scale data often exhibits low-rank properties (intuitively, not every entry is ``equally important,'' unlike in smaller matrices). Many interesting problems can be framed as instances of low-rank tensor completion, including image and video recovery, collaborative filtering, and quantum state tomography \cite{liu2013tc, gross2010quantum}. Low-rank tensor completion is generally solved via convex optimization techniques. Current theories concerning these methods often study probabilistic recovery guarantees under conditions such as random uniform observations and incoherence requirements \cite{candes2009exact, liu2013tc}. However, if an observation pattern has some structure, more efficient algorithms can be developed by leveraging the structure.\par

Algebraic methods exploit the low-rank structure to design algorithms that rely solely on standard numerical linear algebra (NLA) operations. They are fast and are guaranteed to work under reasonable deterministic conditions on the observation pattern. In this line, a specific type of ``fiber-wise'' observation pattern has been discussed, where some of the fibers of a tensor (along a specific mode) are either fully observed or entirely missing, unlike the usual entry-wise observations. This observation is interesting because it appears in many real-life applications and highlights a key difference between matrices and tensors. While missing fibers (rows or columns) in a matrix make completion underdetermined, higher-order tensors can still be completed even if some fibers are entirely missing along one mode. It has been shown that under reasonable conditions, canonical polyadic decomposition (CPD) and multilinear singular value decomposition (MLSVD) of such an incomplete tensor can still be obtained using only standard NLA \cite{mikael2019fibersamp, stijn2023mlsvdfsj}. Note that there is an important difference with the technique of cross or skeleton approximation in the sense that we assume the availability of fibers in one mode only. \par

With the increasing prevalence of big data, the demand for reliable and scalable algorithms has become more pressing. The tensor train (TT) decomposition is stable and can break the curse of dimensionality \cite{oseledets2010tensortrain}. This talk shows how to extend the fiber-wise completion to the TT format. We discuss the deterministic conditions under which the uniqueness of the solution is guaranteed \cite{stijn2023mlsvdfsj, shakir2024ttfw}. Furthermore, we discuss a few interesting applications and briefly highlight the possibility of utilizing this tensor completion framework as a fundamental experimental primitive for efficient quantum state tomography with fewer measurements.

\begin{thebibliography}{7}
\bibitem{liu2013tc} J. Liu, P. Musialski, P. Wonka, and J. Ye. Tensor Completion for Estimating Missing Values in Visual Data. \textit{IEEE Trans. Pattern Anal. Mach. Intell.}, 35:208--220, 2013.

\bibitem{gross2010quantum} D. Gross, Y. K. Liu, S. T. Flammia, S. Becker, and J. Eisert. Quantum State Tomography via Compressed Sensing. \textit{Phys. Rev. Lett.}, 105(15):150401, 2010. APS.

\bibitem{candes2009exact} E. J. Cand{\`e}s and B. Recht. Exact Matrix Completion via Convex Optimization. \textit{Found. Comput. Math.}, 9(6):717--772, 2009. Springer.


\bibitem{mikael2019fibersamp} M. S{\o}rensen and L. De Lathauwer. Fiber Sampling Approach to Canonical Polyadic Decomposition and Application to Tensor Completion. \textit{SIAM J. Matrix Anal. Appl.}, 40:888--917, 2019.

\bibitem{stijn2023mlsvdfsj} M. S{\o}rensen, S. Hendrikx, and L. De Lathauwer. Multilinear Singular Value Decomposition Based Completion with Fibers Observed in a Single Mode. \textit{SIAM J. Matrix Anal. Appl.}, 2025. [Accepted for publication], \url{https://ftp.esat.kuleuven.be/pub/stadius//shendrik/hendrikx2023mlsvdfibersimax.pdf}.

\bibitem{oseledets2010tensortrain} I. Oseledets. Tensor-Train Decomposition. \textit{SIAM J. Sci. Comput.}, 33:2295--2317, 2011.

\bibitem{shakir2024ttfw} S. S. Shakir, S. Hendrikx, and L. De Lathauwer. Tensor Train Completion of Multi-Way Data Observed Along One Mode. In \textit{Proc. 32nd EUSIPCO}, pages 1067--1071, 2024. IEEE.
\end{thebibliography}"
S1,SC0014,3,Shmuel,Friedland,Shmuel Friedland,2025-06-23 11:00:00,MS8,Tensor and quantum information science,Monday,12:00,12:30,101,8,"On entaglement, separability and their computability","In this talk we survey some results on entanglement and separablity of general, symmetric (bosons),  skew-symmetric (fermions) tensors, and their computability.  We will survey briefly some results that I coauthored.
\begin{thebibliography}{99}
\bibitem{AF21} M. Aliabadi and S. Friedland, On the complexity of finding tensor ranks, \emph{Commun. Appl. Math. Comput.}, Vol. 3 (2) (2021),  281-289
\bibitem{BFZ} W. Bruzda, S. Friedland, K. {\.Z}yczkowski, Tensor rank and entanglement of pure quantum states,  {\it Linear and Multilinear Algebra} 72 (2024), no. 11, 1796-1859. 
\bibitem{DFLW17}  H. Derksen,  S. Friedland, L.-H. Lim, and L. Wang, Theoretical and computational aspects of entanglement,  arXiv:1705.07160.
\bibitem{FLd16} S. Friedland and  L.-H. Lim,The computational complexity of duality, jointly with,  \emph{SIAM Journal on Optimization}, 26, No. 4 (2016), 2378--2393.
\bibitem{FLn16} S. Friedland and  L.-H. Lim, Nuclear norm of higher-order tensors,  \emph{Mathematics of Computation}, 87 (2018), 1255--1281.
\bibitem{FK} S. Friedand and T. Kemp, Most Boson quantum states are almost maximally entangled,  \emph{Proceedings of Amer. Math. Soc.} 146, No.12, (2018), 5035--5049.
\bibitem{FW20} S. Friedland and L. Wang, Spectral norm of a symmetric tensor and its computation, ,  \emph{Mathematics of Computation}, 89 (2020), 2175--2215.
\end{thebibliography}"
S1,SC1001,1,Takeaki,Yamazaki,Takeaki Yamazaki,2025-06-23 11:00:00,MS10,Matrix means and related topics,Monday,11:00,11:30,101,10,Stability of AN-operators under functional calculus,"This talk is based on [1].
Let $\mathcal{B}(H)$ be the set of all bounded linear operators on a complex Hilbert space. An operator $T\in \mathcal{B}(H)$ satisfies $\mathcal{AN}$-property if and only if for any closed subspace $K$ of $H$, there exists a unit vector $x\in K$ such that $\|T|_{K}\|=\|T|_{K}x\|$. The set of operators satisfying $\mathcal{AN}$-property is not closed. 
Moreover $\mathcal{AN}$-property is not stable under some operations.
In this talk, we shall introduce stability of $\mathcal{AN}$-property under functional calculus on positive definite operators.

This is a joint work with Professor Golla Ramesh, Hiroyuki Osaka and Yoichi Udagawa.

\noindent
[1] G. Ramesh, H. Osaka,
Y. Udagawa and T. Yamazaki, {\it Stability of  $\mathcal{AN}$ -operators under functional calculus},
Anal. Math. {\bf 49} (2023), 825--839.
"
S1,SC1001,2,Sejong,Kim,Sejong Kim,2025-06-23 11:00:00,MS10,Matrix means and related topics,Monday,11:30,12:00,101,10,Quasi-Wasserstein mean of positive definite matrices,"The typical examples of Kubo-Ando's operator means are the weighted arithmetic, geometric, and harmonic means. In particular, they are interpolated by the power means (introduced by Lim and Palfia) monotonically in terms of the Loewner order. On the other hand, there are other important means of non-Kubo-Ando's operator means such as the weighted spectral geometric and Wasserstein means. We define quasi-Wasserstein means, which interpolate the weighted spectral geometric and Wasserstein means monotonically in terms of the near-order. We also study their properties including trace and norm inequalities.
"
S1,SC1001,3,Hayoung,Choi,Hayoung Choi,2025-06-23 11:00:00,MS10,Matrix means and related topics,Monday,12:00,12:30,101,10,Geometric mean of T-positive definite tensors,"In this talk, we generalize the geometric mean of two positive definite matrices to that of third-order tensors using the notion of T-product. Specifically, we define the geometric mean of two T-positive definite tensors and verify several properties that ``mean'' should satisfy including the idempotence and the commutative property, and so on. Moreover, it is shown that the geometric mean is a unique T-positive definite solution of an algebraic Riccati tensor equation and can be expressed as solutions of algebraic Riccati matrix equations. 
"
S1,SC1003,1,Paola,Boito,Paola Boito,2025-06-23 11:00:00,MS26,"Utilizing structure to achieve low-complexity algorithms for data science, engineering, and physics",Monday,11:00,11:30,101,26,Decay bounds for inverses of banded matrices via quasiseparable structure,"A well-known result in matrix theory states that, under suitable hypotheses, the inverse of a banded matrix $A$ exhibits an exponential off-diagonal decay behavior. In other words, there exist constants $K>0$ and $0<\xi<1$, independent of matrix size, such that 
$$
[A^{-1}]_{ij}\leq K \xi^{|i-j|}.
$$
Several versions of such bounds are available in the literature. Most of them rely on polynomial approximation of the function $x\rightarrow 1/x$ on a convex subset of $\mathbb{C}$ containing the spectrum of $A$; see for instance the seminal work by Demko, Moss and Smith \cite{DMS84}.

Here we take a different approach, which exploits the quasiseparable structure of $A$ and $A^{-1}$. Based on recently proposed inversion algorithms for banded matrices \cite{BE23}, we develop new decay bounds for inverses of one-sided and two-sided banded matrices, under a hypothesis of strong diagonal dominance. Our bounds are easily computable, do not require spectral information on $A$ and can be advantageous for symmetric indefinite or nonsymmetric matrices.

This is joint work with Yuli Eidelman (Tel-Aviv University). 


\begin{thebibliography}{99}
\bibitem{BE23}
P.~Boito and Y.~Eidelman, Computation of quasiseparable representations of Green matrices. Linear Algebra and its Applications, in press (available online 6 May 2024).
\bibitem{DMS84}
S.~Demko, W.~F.~Moss, and P.~W.~Smith,
Decay rates for inverses of band matrices. Mathematics of Computation 43.168 (1984), 491-499.
\end{thebibliography}

"
