SESSION,ROOM,S_ORDER,FIRST_NAME,LAST_NAME,FULL_NAME,START,TYPE,MS_TITLE,WEEKDAY,START_STR,END_STR,SESSION_ORDER,TYPE_ORDER,TITLE,ABSTRACT
S1,SC0008,1,Shaun,Fallat,Shaun Fallat,2025-06-23 11:00:00,MS9,Total positivity,Monday,11:00,11:30,101,9,Preservers of totally positive and totally nonnegative matrices,"<p>A matrix is called totally nonnegative (positive) if all its minors
are nonnegative (positive). In this talk we consider functions that
preserve that class of totally nonnegative (positive) matrices. This
subject has rightfully received significant attention over the years,
including previous studies on characterizing surjective linear
preservers and more recent interesting inquiries into various types of
entry-wise preservers for this class of matrices. Building upon the
basic fact that the class of totally nonnegative (positive) matrices
forms a semigroup we highlight some existing work and investigate and
report on some recent progress concerning multiplicative maps that
preserve this semigroup of positive matrices.</p>
"
S1,SC0008,2,Shivangi,Yadav,Shivangi Yadav,2025-06-23 11:00:00,MS9,Total positivity,Monday,11:30,12:00,101,9,Linear preservers of sign regularity,"<p>The classification of linear maps that act on a space of bounded
linear operators and preserve certain functions, subsets, relations,
etc. has a long history, beginning with Frobenius, who characterized in
1897 the determinant-preserving linear maps on matrix algebras. In this
talk, I will present a classification of all surjective linear mappings
<span
class=""math inline"">ℒ : ℝ<sup><em>m</em> × <em>n</em></sup> → ℝ<sup><em>m</em> × <em>n</em></sup></span>
that preserve: (i) sign regularity and (ii) sign regularity with a given
sign pattern, as well as (iii) strict versions of these. As a special
case of our results, we recover the characterization of linear
preservers for the class of square totally positive and totally
non-negative matrices (by Berman–Hershkowitz–Johnson in 1985). This is a
joint work with Projesh Nath Choudhury.</p>
"
S1,SC0008,3,Apoorva,Khare,Apoorva Khare,2025-06-23 11:00:00,MS9,Total positivity,Monday,12:00,12:30,101,9,"Univariate preservers of totally positive matrices and kernels
","<p>We will discuss recent results on preservers of totally
positive/nonnegative matrices and kernels, together with some
observations that go into their proofs. Partly joint with Alexander
Belton, Dominique Guillot, and Mihai Putinar.</p>
"
S1,SC0009,1,Fumio,Hiai,Fumio Hiai,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,11:00,11:30,101,29,Joint concavity/convexity of matrix trace functions for geometric type means,"<p>In this talk we consider the quasi extensions of the weighted
geometric type means, including <span
class=""math display"">$$\begin{aligned}
&amp;G_{\alpha,p}(A,B):=(A^p\#_\alpha B^p)^{1/p},
\ \mbox{the quasi-weighted geometric mean}, \\
&amp;SG_{\alpha,p}(A,B):=(A^p\#_\alpha B^p)^{1/p},
\ \mbox{the quasi-weighted spectral geometric mean}, \\
&amp;R_{\alpha,p}(A,B):=\bigl(B^{{\frac{1-\alpha}{2}}p}A^{\alpha
p}B^{{\frac{1-\alpha}{2}}p}\bigr)^{1/p},
\ \mbox{the R\'enyi mean}, \\
&amp;LE_\alpha(A,B):=\exp(\alpha\log A+(1-\alpha)\log B),
\ \mbox{the weighted Log-Euclidean mean},
\end{aligned}$$</span> where <span
class=""math inline""><em>α</em> &gt; 0</span> is the weight parameter and
<span class=""math inline""><em>p</em> &gt; 0</span> is the parameter of
the quasi extension. We aim at determining the range of the parameters
<span class=""math inline""><em>α</em>, <em>p</em></span> under which the
trace function <span
class=""math inline"">Tr ℳ<sub><em>α</em>, <em>p</em></sub>(<em>A</em>, <em>B</em>)</span>
is jointly concave (also jointly convex) for each <span
class=""math inline"">ℳ<sub><em>α</em>, <em>p</em></sub></span> from the
above quasi-weighted geometric type means. Our discussions are in strong
relation to the monotonicity property (or date-processing inequality) of
quantum divergences in quantum information.</p>
"
S1,SC0009,2,Hiromichi,Ohno,Hiromichi Ohno,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,11:30,12:00,101,29,"Generalization of B\""ottcher-Wenzel inequality and its application","<p>The Böttcher-Wenzel inequality states that the Hilbert-Schmidt norm
of the commutator of matrices <span
class=""math inline""><em>A</em></span> and <span
class=""math inline""><em>B</em></span> is less than or equal to <span
class=""math inline"">$\sqrt{2}$</span> times the product of the
Hilbert-Schmidt norms of <span class=""math inline""><em>A</em></span> and
<span class=""math inline""><em>B</em></span>. In this talk, we discuss
generalizations of the Böttcher-Wenzel inequality in which the
Hilbert-Schmidt norm is replaced by a weighted Hilbert-Schmidt norm. An
application to the uncertainty relation is also considered.</p>
"
S1,SC0009,3,Jinmi,Hwang,Jinmi Hwang,2025-06-23 11:00:00,MS29,Matrix functions and related topics,Monday,12:00,12:30,101,29,Near-order relation of power means,"<p>On the setting of positive definite operators we study the near-order
properties of power means such as the quasi-arithmetic mean (Hölder
mean) and Rényi power mean. We see the monotonicity of spectral
geometric mean and Wasserstein mean on parameters with respect to the
near-order and the near-order relationship between the spectral
geometric mean and Wasserstein mean. Furthermore, the monotonicity of
quasi-arithmetic mean on parameters and the convergence of Rényi power
mean to the log-Euclidean mean with respect to the near-order have been
established.</p>
"
S1,SC0012,1,Peter,Semrl,Peter Semrl,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,11:00,11:30,101,12,Local order isomorphisms on operator and matrix domains,"<p>Let <span class=""math inline""><em>H</em><sub><em>n</em></sub></span>
denote the set of all <span
class=""math inline""><em>n</em> × <em>n</em></span> complex hermitian
matrices and <span
class=""math inline""><em>S</em><sub><em>n</em></sub></span> the set of
all <span class=""math inline""><em>n</em> × <em>n</em></span> real
symmetric matrices. A subset <span
class=""math inline""><em>U</em> ⊂ <em>H</em><sub><em>n</em></sub></span>
(<span
class=""math inline""><em>U</em> ⊂ <em>S</em><sub><em>n</em></sub></span>)
is called a matrix domain if it is open and connected. The general form
of maps <span
class=""math inline""><em>ϕ</em> : <em>U</em> → <em>H</em><sub><em>n</em></sub></span>
(<span
class=""math inline""><em>ϕ</em> : <em>U</em> → <em>S</em><sub><em>n</em></sub></span>)
preserving the usual Loewner order in both directions will be discussed.
We will also treat the infinite-dimensional case.</p>
"
S1,SC0012,2,Edward,Poon,Edward Poon,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,11:30,12:00,101,12,Linear preservers of parallel pairs,"<p>Two vectors <span class=""math inline""><em>x</em></span>,<span
class=""math inline""><em>y</em></span> in a normed space <span
class=""math inline"">(𝒳, ∥⋅∥)</span> are said to be parallel if there
exists a scalar <span class=""math inline""><em>c</em></span> with modulus
1 such that <span
class=""math inline"">∥<em>x</em> + <em>c</em><em>y</em>∥ = ∥<em>x</em>∥+∥<em>y</em>∥</span>.
We consider the case of norms on a matrix space (in particular the Ky
Fan <span class=""math inline""><em>k</em></span>-norms and the <span
class=""math inline""><em>k</em></span>-numerical radius) and characterize
the linear bijections on this matrix space which preserve parallel pairs
of matrices.</p>
"
S1,SC0012,3,Lajos,Molnár,Lajos Molnár,2025-06-23 11:00:00,MS12,"Preserver problems, I",Monday,12:00,12:30,101,12,Relative entropy preserving maps on positive cones in operator algebras and in matrix algebras,"<p>We consider several concepts of (not only numerical valued) relative
entropies on positive cones in <span
class=""math inline""><em>C</em><sup>*</sup></span>-algebras. We present
recent results showing that surjective transformations between positive
cones that preserve any of those quantities necessarily originate from
Jordan *-isomorphisms between the underlying full algebras. In the
special case of matrix algebras, we consider the problem of relaxing the
condition of surjectivity.</p>
<p>Partly, joint work with Lei Li and Xueyan Yang (Nankai
University).</p>
"
S1,SC0014,1,Tomasz,Miller,Tomasz Miller,2025-06-23 11:00:00,MS8,Tensor and quantum information science,Monday,11:00,11:30,101,8,A new class of distances between pure quantum states,"<p>For any <span class=""math inline""><em>n</em> × <em>n</em></span>
distance matrix <span
class=""math inline"">(<em>E</em><sub><em>i</em><em>j</em></sub>)</span>,
we show that the map <span class=""math display"">$$\begin{aligned}
d(\textup{\textbf{x}},\textup{\textbf{y}}) :=
\sqrt{\sum_{i&lt;j}E_{ij}^2|x_iy_j - x_jy_i|^2},
\end{aligned}$$</span> where <span
class=""math inline"">$\textup{\textbf{x}},\textup{\textbf{y}} \in
{\mathbb C}^n$</span> are unit vectors, gives rise to a bona fide
distance on the projective space <span
class=""math inline"">ℙ(ℂ<sup><em>n</em></sup>)</span>, a far-reaching
generalization of the standard distance on <span
class=""math inline"">ℙ(ℂ<sup><em>n</em></sup>)</span> arising from the
wedge product <span class=""math inline"">$\|\textup{\textbf{x}} \wedge
\textup{\textbf{y}}\| = \sqrt{1 - |\langle \textup{\textbf{x}} |
\textup{\textbf{y}} \rangle|^2}$</span>. We also discuss how this result
carries over to the <span class=""math inline""><em>n</em> → +∞</span>
case, offering a way to ‘lift’ the metric structure from some underlying
metric measure space <span
class=""math inline"">(<em>X</em>, <em>D</em>, <em>μ</em>)</span> to the
projective Hilbert space <span
class=""math inline"">ℙ(<em>L</em><sup>2</sup>(<em>X</em>, <em>μ</em>))</span>.
The talk builds on and extends the results of [1].</p>
<p>[1] R. Bistroń, M. Eckstein, S. Friedland, TM, K. Życzkowski, <em>A
new class of distances on complex projective spaces</em>, Linear Algebra
Appl., 2024</p>
"
S1,SC0014,2,Shakir Showkat,Sofi,Shakir Showkat Sofi,2025-06-23 11:00:00,MS8,Tensor and quantum information science,Monday,11:30,12:00,101,8,Tensor train completion of multiway data observed in a single mode,"<p>Tensor completion is an extension of matrix completion aimed at
recovering a partially observed data tensor by leveraging the
observations and the pattern of observation. Completion is more
important for tensors than for matrices for several reasons.
Higher-order datasets are larger, increasing the likelihood of missing
or unreliable entries. Large-scale data often exhibits low-rank
properties (intuitively, not every entry is “equally important,” unlike
in smaller matrices). Many interesting problems can be framed as
instances of low-rank tensor completion, including image and video
recovery, collaborative filtering, and quantum state tomography <span
class=""citation"" data-cites=""liu2013tc gross2010quantum""></span>.
Low-rank tensor completion is generally solved via convex optimization
techniques. Current theories concerning these methods often study
probabilistic recovery guarantees under conditions such as random
uniform observations and incoherence requirements <span class=""citation""
data-cites=""candes2009exact liu2013tc""></span>. However, if an
observation pattern has some structure, more efficient algorithms can be
developed by leveraging the structure.</p>
<p>Algebraic methods exploit the low-rank structure to design algorithms
that rely solely on standard numerical linear algebra (NLA) operations.
They are fast and are guaranteed to work under reasonable deterministic
conditions on the observation pattern. In this line, a specific type of
“fiber-wise” observation pattern has been discussed, where some of the
fibers of a tensor (along a specific mode) are either fully observed or
entirely missing, unlike the usual entry-wise observations. This
observation is interesting because it appears in many real-life
applications and highlights a key difference between matrices and
tensors. While missing fibers (rows or columns) in a matrix make
completion underdetermined, higher-order tensors can still be completed
even if some fibers are entirely missing along one mode. It has been
shown that under reasonable conditions, canonical polyadic decomposition
(CPD) and multilinear singular value decomposition (MLSVD) of such an
incomplete tensor can still be obtained using only standard NLA <span
class=""citation""
data-cites=""mikael2019fibersamp stijn2023mlsvdfsj""></span>. Note that
there is an important difference with the technique of cross or skeleton
approximation in the sense that we assume the availability of fibers in
one mode only.</p>
<p>With the increasing prevalence of big data, the demand for reliable
and scalable algorithms has become more pressing. The tensor train (TT)
decomposition is stable and can break the curse of dimensionality <span
class=""citation"" data-cites=""oseledets2010tensortrain""></span>. This
talk shows how to extend the fiber-wise completion to the TT format. We
discuss the deterministic conditions under which the uniqueness of the
solution is guaranteed <span class=""citation""
data-cites=""stijn2023mlsvdfsj shakir2024ttfw""></span>. Furthermore, we
discuss a few interesting applications and briefly highlight the
possibility of utilizing this tensor completion framework as a
fundamental experimental primitive for efficient quantum state
tomography with fewer measurements.</p>
<div class=""thebibliography"">
<p><span>7</span> J. Liu, P. Musialski, P. Wonka, and J. Ye. Tensor
Completion for Estimating Missing Values in Visual Data. <em>IEEE Trans.
Pattern Anal. Mach. Intell.</em>, 35:208–220, 2013.</p>
<p>D. Gross, Y. K. Liu, S. T. Flammia, S. Becker, and J. Eisert. Quantum
State Tomography via Compressed Sensing. <em>Phys. Rev. Lett.</em>,
105(15):150401, 2010. APS.</p>
<p>E. J. Cand<span>è</span>s and B. Recht. Exact Matrix Completion via
Convex Optimization. <em>Found. Comput. Math.</em>, 9(6):717–772, 2009.
Springer.</p>
<p>M. S<span>ø</span>rensen and L. De Lathauwer. Fiber Sampling Approach
to Canonical Polyadic Decomposition and Application to Tensor
Completion. <em>SIAM J. Matrix Anal. Appl.</em>, 40:888–917, 2019.</p>
<p>M. S<span>ø</span>rensen, S. Hendrikx, and L. De Lathauwer.
Multilinear Singular Value Decomposition Based Completion with Fibers
Observed in a Single Mode. <em>SIAM J. Matrix Anal. Appl.</em>, 2025.
[Accepted for publication], <a
href=""https://ftp.esat.kuleuven.be/pub/stadius//shendrik/hendrikx2023mlsvdfibersimax.pdf""
class=""uri"">https://ftp.esat.kuleuven.be/pub/stadius//shendrik/hendrikx2023mlsvdfibersimax.pdf</a>.</p>
<p>I. Oseledets. Tensor-Train Decomposition. <em>SIAM J. Sci.
Comput.</em>, 33:2295–2317, 2011.</p>
<p>S. S. Shakir, S. Hendrikx, and L. De Lathauwer. Tensor Train
Completion of Multi-Way Data Observed Along One Mode. In <em>Proc. 32nd
EUSIPCO</em>, pages 1067–1071, 2024. IEEE.</p>
</div>
"
